NPC Name:|Endless||||
Huang12|Now, will that be all, your highness?||||
Huang13|Comparing patriotism, are we? Look out that window, sunshine. This is the end of the line. All your clever spells and words, all those clever wee articles in the Dispatch. This is where they lead, and where they end.||||
Huang14|Once you're done here, you'll fuck off back to Ferropolis and requisition yourself a nice warm bath. But our fight doesn't stop. Each day we put our very souls on the line for our King. What have you done?||||
Huang15|See, I bet Its Majesty could replace you in a heartbeat. I bet you know it, too. So if you'd like to arrest me, I'll come quietly. Sooner or later they'll run out of people to send here instead of you.||||
Huang16|Funny, I was hoping you'd tell me. Ain't you whizkids at the Guild figured it out? 'Course, last time one of your colleagues graced us with his presence, he wasn't too keen on my ((frankness)).||||
Huang17|All I know is it spreads like a fungus, whispers in your dreams like a vengeful lover, and kills five of my people every month.||||
Huang18|Corruption's unpredictable, see. Doesn't move in straight lines, or follow rules.##Infection methods change every year. New mass patterns and creatures every month or so. Tricksy, too. Got a mind of its own. Signs of coordination, even planning.||||
Huang19|Few months ago it lured one of my workers into an old stable by mimicking a crying baby.##Last week it got another one by mimicking ((my voice))...||||
Huang20|Bottom line is, don't trust anything you see or hear out there. Including yourself.||||
Huang21|I've not got time to bother about every two-bit grave robber or sorcerer's stooge who 'gets lost' in a restricted area.##You'll find out whether you're dead or not when you go back through the checkpoint in Ferropolis.||||
Huang22|City? You mean [[Progress]]? Wish I could forget it.||||
Huang23|Famous place, once. Used to be a shipyard during the God War. The King had a big factory there, and lots of smaller workshops. Good jobs. Good people.||||
Huang24|Far as we can tell, that was ground zero. Until the outbreak in Progress, Corruption was a minor problem. The cogs – sorry, the ((blessed Guild of Machinists)) – quarantined everyone inside.##You can see how much good that did.||||
Huang25|<<Huang takes his cigar out of his mouth and squints at you.>>##Are ye fucking ((daft)), sunshine? Nobody gets into Progress. Nobody gets out either. Whole town's sealed up tighter than my ex-wife's purse. And you know who sealed it?||||
Huang26|<<He jabs the neck of his cigar towards his heart.>> Yours fucking truly!##I don't even let my cleanup workers go there anymore. Lost too many good folk to that fucking deathtrap. So if ye think I'm giving ((you)) the password, forget it.||||
Huang27|See this whole area?.<<He circles his cigar over the map, indicating a chain of broken islands to south of here.>> ##No go. Do not enter, do not linger, do not even ((look)). Clear? Good.||||
Huang28|<<Huang listens to your story, shaking his head.>>##I'm sorry you came all this way for nothing. Finding a single person among the Corrupted? Let alone their ((name))? It's pure bonkers.||||
Huang29|Corruption warps most things beyond recognition. If this kid got absorbed into a canker mass, they've not even got a body anymore.##Sometimes individual Corrupted Ones have traces of their old selves – clothes, tattoos, and the like – but that's rare.||||
Huang30|<<Huang takes his cigar out of his mouth.>>##You're a real specimen, aren't ye? Be my guest, if your life's that cheap. [[Cleanup Worker Cohen]]'s our resident monster expert, so if you've got other questions, ask them.||||
Huang31|<<Huang leans over to the speaking trumpet again.>> ##Attention, Cleanup Worker Cohen! Attention Cohen! Let this weird-looking scunner into the cage, will ye? Huang out.||||
Huang32|You telling me you've not heard the tales? Priceless heirlooms in forgotten cellars? Sky pirate loot, buried where no one dare dig for it? Beings from outside reality that'll grant your heart's desire?||||
Huang33|Go look, if you like. You'll find nothing out there but ruins and nightmares. Once the Corruption has its way with you, we'll be happy to burn you like the rest.||||
HuangP1|<<[Show Machinist insignia]>> I'm from the Guild, here on official business.||||
HuangP2|I'm just an explorer. I won't get in your way.||||
HuangP3|I'm looking for someone who might have come through here.||||
HuangP4|Ah, so this ISN'T the way to Ferropolis?||||
HuangP5|I'm looking for a missing child.||||
HuangP6|Do you know anything about the ruined city?||||
HuangP7|I just have a few quick questions.||||
HuangP8|I guess I'll be leaving now.||||
HuangP9|<<[Show Machinist insignia]>> Doesn't the King deserve your full cooperation, Mr Huang?||||
HuangP10|Indulge me. You won't be punished.||||
HuangP11|I'm afraid that's forbidden information.||||
HuangP12|What do you mean, 'a mind of its own'?||||
HuangP13|If it's infectious, don't you need to quarantine me?||||
HuangP14|What was it you said earlier about 'treasures'?||||
HuangP15|That's all my questions.||||
HuangP16|What can you tell me about Progress?||||
HuangP17|How do I get inside the city?||||
HuangP18|The King?||||
HuangP19|Your ex-wife?||||
HuangP20|You?||||
HuangP21|That's all I needed to know.||||
HuangP22|Could I get a closer look at those Corrupted Ones in the cage?||||
HuangP23|Thanks for trying, I suppose.||||
HuangP24|What exactly IS the Corruption?||||
HuangP25|What exactly IS this 'Corruption'?||||
HuangP26|Doesn't the King deserve your full cooperation, Mr Huang?||||
HuangP27|Let's talk about something else.||||
MilAssay1|<<This guard is holding some kind of long, thin metal wand, connected by wires to the machine beside him. They point it at you as you approach.>>||||
MilAssay2|You there, citizen! Stay where you are. Anyone entering Ferropolis must be assayed for Corruption, by order of the King. ##Now, say 'aaaah'.||||
MilAssay3|<<The guard deftly pokes the wand inside your mouth, holding it there for a few seconds, then waves it up and down your body, while the machine emits little chirps and warbles.>>||||
MilAssay4|<<They give you the hairy eyeball.>> ##You're free to pass, citizen. Get moving before I arrest you for gross impudence.||||
MilAssay5|<<The guard pokes the wand inside your mouth, then waves it up and down your body while the machine emits little chirps and warbles.>> ##All right, you're good to go.||||
MilAssay6|<<The guard waves you through.>>##Please clear the way.||||
MilAssay7|The lift is closed due to investigation.##I'm afraid I can't say more.||||
MilAssayP1|Aaaah.||||
MilAssayP2|'Aaaah'?||||
MilAssayP3|Excuse me, I'll do no such thing –||||
MilAssayP4|What the hell was that?||||
MilAssayP5|How DARE you poke that thing inside me?||||
MilAssayP6|You folks really know how to give a warm welcome.||||
MilAssayP7|Ugh, not again...||||
MilAssayP8|Could we talk about this?||||
MilCrooked1|<<The guard salutes.>> Long live the King, your honour. I can assure you our armoury is safe and secure.||||
MilCrooked2|Remember our bargain, mate, and this could be the start of a beautiful partnership.||||
MilCrooked3|Nothing to see here, mate. Just a few incorruptible defenders of the realm restin' for a tick or two.||||
MilCrooked4|<<Something about you catches the guard's attention. They examine you, then lean closer and lower their voice.>> ##You look like the daredevil sort. Swellsword, am I wrong? Explorer, maybe?||||
MilCrooked5|Plenty of spare equipment in the Royal Militia. Military stuff. And we ain't been paid for three weeks running.##[[50 coin]] would get you into that [[armoury]] over there. How about it?||||
MilCrooked6|<<The guard's face falls abruptly.>> ##Your honour! I, er, it's not what it looks like. We're... conducting a sting operation, see? If you'd agreed, I'd have arrested you on the spot.||||
MilCrooked7|<<You hand them the coins in your purse. While it's obviously less than you'd offered, the guard pretends not to notice. >>||||
MilCrooked8|<<They gawp at you for few seconds, clearly unsure if you're serious.>> ##((Now)) I see. You're one of the ((flexible)) ones. You see how it ((is)) down here. I admire that.||||
MilCrooked9|As you wish, your honour. Long live the King.||||
MilCrooked10|Of course, your honour. I'll set a guard day and night. Not even a bug will get into that armoury, you mark my words.||||
MilCrookedSucc|%% <<The guard grins.>> ##Now I get it. You're an ((entrepreneur)). Very well; it's a deal. Just remember our bargain.||||
MilCrookedFail|&& <<The guard scoffs.>> ##Maybe so, but a worm in the hand is worth two in the ground. Times like this, I'll stick to reimbursement I can see and touch.||||
MilCrookedPay|<<You hand the guard 50 coins>>##Pleasure doing business. I'll unlock the supply house for you.||||
MilCrookedBroke|<<As soon as the corrupt guard realizes the you don't have enough gold, he loses interest in you.>>##Get the money together and come back. If you take too long, I might sell to someone else.||||
MilCrookedP1|[Pay 50 coins] You've got yourself a deal.||||
MilCrookedP2|@@ I come across all kinds of treasures on my travels.##Me owing you a favour would be far more valuable.||||
MilCrookedP3|<<[Show Machinist insignia] >>Corruption in the Militia? How very disappointing.||||
MilCrookedP4|Make it 20 coins and the King never needs to hear about this.||||
MilCrookedP5|Then the operation is over. Don't let me catch you selling royal equipment again.||||
MilCrookedP6|Sorry, no deal.||||
MilFreeze1|Ach, these barracks are colder than a Slevan's dangly bits.||||
MilFreeze2|If only we still had [[Wikkans]] left to burn. Hehehe...||||
MilRest|<<This guard is carefully rolling himself a pungent cigarette. They do not look up.>> ##I ain't on duty for another hour. So sod off, or I'll arrest you for aggravated pestering.||||
PeasSquid1|Every time, every bloody time. I swear by the King, I spend more ticks waiting than actually hauling. Don't they know we've got targets to meet?||||
PeasSquid2|Last week it was the cipher assay gone kaputt. The week before, a spilled wagonful of dead sky-squid. What's next? Rains of piss?||||
CitAssayA|Ach, this is always the worst part.||||
CitAssayB|Even an adept of the [[Machinists' Guild]] must be assayed like anyone else.##The commands of our King are enforced without fear or favour.||||
CitBreadA1|<<They look at you warily.>> King's blessing, your honour. I'm sure today Its Majesty will grant me what I need.||||
CitBreadA2|These summoning glitches have me at my wit's end. I've been the first one here every morning for two weeks running, even when it snows, and there's still no ((bread)).##What's the King playing at?||||
CitBreadA3|<<They shake their head.>> I'd love to give the bastard who maintains these a piece of my mind...||||
CitBreadA4|You're not from here, are you? This is a royal summoning station. It's how we common folk get most of our food and goods. Only I don't remember the last time I got what I asked for.||||
CitBreadA5|"Damned if I know. Guild says it's the Saboteur making trouble.##Last week I tried asking for a "baguette", in case it made a difference. No chance. I got some kind of flute, made of actual jade. My neighbour says it's a clarinet."||||
CitBreadA6|Aye? To who? Listen, pal, nobody round here is buying luxuries right now. Makes no difference if you're a clarinet player or a bloody privy cleaner. Food and fuel are what matters, and there ain't enough of either.||||
